测试工程师,北京思创贯宇科技开发有限公司,0.7-1.4万/月,北京-海淀区|1年经验|本科|招若干人|05-06发布,五险一金|交通补贴|专业培训|绩效奖金|年终奖金|定期体检
系统集成项目经理,北京众和永业科技发展有限公司,1-1.5万/月,北京-海淀区|无工作经验|本科|招1人|05-07发布,周末双休|带薪年假|五险一金|节日福利|专业培训|全勤奖|绩效奖金|生日福利|员工旅游
渗透测试工程师,北京三零卫士信息安全技术有限公司,0.6-1.5万/月,北京-丰台区|无工作经验|大专|招5人|05-18发布,五险一金|补充公积金|餐饮补贴|补充医疗保险|交通补贴
实施工程师,图伽（北京）国际教育科技有限公司,7-9千/月,北京-石景山区|2年经验|本科|招2人|05-18发布|英语一般|计算机网络,五险一金|专业培训|绩效奖金|年终奖金|股票期权
急招淘宝运营有绩效提成,北京东大金智科技有限公司,6-8千/月,北京-海淀区|无工作经验|大专|招1人|05-18发布,员工旅游|绩效奖金|出国机会|定期体检|弹性工作|通讯补贴
软件维护工程师,北京集万讯电子技术有限公司,0.8-1万/月,北京-海淀区|3-4年经验|本科|招1人|05-18发布,员工旅游|年终奖金|定期体检|五险一金|绩效奖金|周末双休|带薪年假|年终双薪
运行维护岗,中国再保险（集团）股份有限公司,,北京|无工作经验|硕士|招若干人|05-18发布,
主机工程师（北京）,电子渠道运营中心,,北京|无工作经验|本科|招2人|05-18发布,
公共关系主管,甘李药业股份有限公司,,北京|无工作经验|本科|招6人|05-18发布,
技术研发岗,建信金融科技有限责任公司 北京事业群,,北京|无工作经验|本科|招若干人|05-18发布,
技术维护工程师-北京（暑期实习生）,施耐德电气（中国）有限公司,,北京|无工作经验|本科|招若干人|05-18发布,
Web前端开发工程师,北京绥通科技发展有限公司,0.8-1.5万/月,北京-海淀区|3-4年经验|本科|招1人|05-18发布,
售前工程师,丽台（上海）信息科技有限公司,1.5-2万/月,北京-海淀区|2年经验|大专|招1人|05-18发布,做五休二|弹性工作|带薪年假|五险一金|节日福利|通讯补贴|餐饮补贴|绩效奖金|员工旅游|年终奖金
大数据实施交付工程师,浪潮（北京）电子信息产业有限公司,0.8-1.6万/月,北京-海淀区|5-7年经验|本科|招1人|05-18发布,年终奖金|专业培训|定期体检|五险一金|员工旅游|餐饮补贴|出国机会
专业精英培养对象（北京）,哈银金融租赁有限责任公司,,北京|无工作经验|本科|招2人|05-18发布,
erp实施顾问,依文服饰股份有限公司,1-1.5万/月,北京|无工作经验|招1人|05-18发布,周末双休|带薪年假|五险一金|包吃|全勤奖|节日福利|交通补贴|健康体检
java高级开发工程师-阳泉(001235)(职位编号：001235),启迪国信科技有限公司,1-1.5万/月,阳泉|5-7年经验|本科|招1人|05-18发布,
SAP-MM顾问,昆明利顿人通信息服务有限公司,0.8-1万/月,北京-顺义区|3-4年经验|本科|招2人|05-18发布|英语熟练,五险一金|补充医疗保险|交通补贴|通讯补贴|绩效奖金|定期体检|弹性工作
弱电维护工程师,北京长信泰康通信技术有限公司,4.5-6千/月,北京-西城区|无工作经验|招4人|05-18发布,五险一金|餐饮补贴|定期体检
高级项目经理,北京北控伟仕软件工程技术有限公司,1.5-2万/月,北京-东城区|5-7年经验|本科|招1人|05-17发布,餐饮补贴|绩效奖金|弹性工作|定期体检|岗位津贴|节日福利
HPC高性能计算系统安装工程师,安世亚太科技股份有限公司,0.8-1.5万/月,北京-朝阳区|3-4年经验|大专|招若干人|05-17发布|计算机科学与技术 软件工程,五险一金|定期体检|带薪年假|节日福利|餐饮补贴|补充医疗保险|通讯补贴|年终奖金
Web前端开发工程师,北京睿科伦智能科技有限公司,1.8-2.6万/月,北京-海淀区|5-7年经验|本科|招1人|05-17发布,五险一金|绩效奖金|年终奖金|股票期权|专业培训|出国机会|弹性工作
新媒体运营经理,邻客生物科技（天津）有限公司,0.8-1万/月,北京-海淀区|3-4年经验|本科|招1人|05-17发布|英语,
北京国家环境总站驻站人员,河北华清环境科技集团股份有限公司,6-8千/月,北京|无工作经验|硕士|招若干人|05-17发布,
终端维护工程师,橙果信息技术有限公司,5-7千/月,上海|1年经验|中技|招3人|05-17发布,弹性工作|餐饮补贴|股票期权
系统集成工程师,北京海天起点技术服务股份有限公司,1-1.5万/月,北京|3-4年经验|大专|招若干人|05-17发布,五险一金|绩效奖金|年终奖金|定期体检|通讯补贴
SAP FICO,广州旭升源科技有限公司,1-1.5万/月,北京|无工作经验|招1人|05-17发布,绩效奖金|年终奖金
Java开发工程师（09）,上海复深蓝软件股份有限公司,1-2万/月,北京-丰台区|3-4年经验|本科|招3人|05-17发布,五险一金|年终奖金|通讯补贴|餐饮补贴|交通补贴
CATIA二次开发/CAA开发,上海安托信息技术有限公司,1-2万/月,北京-东城区|2年经验|本科|招2人|05-17发布,周末双休|带薪年假|五险一金|绩效奖金|专业培训|通讯补贴
旅游区块链技术开发工程师,北京瑞来森会展服务有限公司,1.5-2万/月,北京-通州区|3-4年经验|招1人|05-17发布,做五休二|周末双休|带薪年假|绩效奖金|交通补贴|节日福利|五险一金|餐饮补贴
新媒体运营专员,上海星家网络科技有限公司,4.5-6千/月,北京-朝阳区|无工作经验|招2人|05-17发布,周末双休|五险一金|带薪年假|年终奖金|餐饮补贴|员工旅游|住房补贴|节日福利
软件实施与维护工程师_FCS Software Engineer,三力网络有限公司,4.5-6千/月,北京-朝阳区|2年经验|大专|招1人|05-17发布,五险一金|定期体检|专业培训|补充医疗保险|员工旅游|年终奖金|通讯补贴
后端开发工程师,北京天地通信息技术有限公司,0.8-1万/月,北京-海淀区|3-4年经验|本科|招3人|05-17发布,周末双休|带薪年假|绩效奖金|全勤奖|节日福利|餐饮补贴|交通补贴|通讯补贴|专业培训|年终奖金
数据中心运行值班员,中通服建设有限公司,4-6千/月,北京-西城区|1年经验|大专|招3人|05-17发布,绩效奖金|五险一金|节日福利|专业培训|交通补贴|通讯补贴|年终奖金|定期体检
运营经理,智医纵横（北京）科技有限公司,2-2.5万/月,北京-朝阳区|5-7年经验|大专|招1人|05-17发布,五险一金|员工旅游|弹性工作|绩效奖金|年终奖金|定期体检|周末双休
系统架构师,德联易控科技（北京）有限公司,3.5-5万/月,北京-朝阳区|10年以上经验|本科|招1人|05-17发布,五险一金|餐饮补贴|通讯补贴|绩效奖金|出国机会
数据库工程师,北京瑞赛长城航空测控技术有限公司,0.8-1.2万/月,北京|3-4年经验|本科|招1人|05-17发布,五险一金|补充医疗保险|定期体检|交通补贴|餐饮补贴
实施工程师,广州丽晶软件科技股份有限公司,0.6-1万/月,北京-丰台区|无工作经验|大专|招2人|05-17发布,免费班车|员工旅游|绩效奖金|年终奖金|周末双休|带薪年假
售后技术支持工程师,北京世纪东方通讯设备有限公司,6-8千/月,北京-大兴区|3-4年经验|大专|招1人|05-17发布,五险一金|补充医疗保险|员工旅游|交通补贴|餐饮补贴|通讯补贴|专业培训|定期体检
技术支持工程师,北京飞马容心科技有限公司,4.5-6千/月,北京-朝阳区|无工作经验|大专|招4人|05-17发布,
系统维护工程师,北京鹏远新和国际物流有限公司,4-7千/月,北京-大兴区|无工作经验|招1人|05-17发布,五险一金|带薪年假|包吃|包住宿|专业培训
人力资源信息化经理,瓴域（上海）投资有限公司,2-3.5万/月,北京-朝阳区|无工作经验|本科|招1人|05-17发布,领导nice|扁平管理|周末双休|五险一金
美工设计师助理,雷欧尼斯（北京）信息技术有限公司,5-7千/月,北京-海淀区|1年经验|大专|招1人|05-17发布,餐饮补贴|通讯补贴|员工旅游|年终奖金|五险一金
驻场维护工程师,UT斯达康（中国）股份有限公司,4.5-6千/月,北京|1年经验|大专|招5人|05-17发布,五险一金|通讯补贴|餐饮补贴
python后端开发工程师,北京科讯华通科技发展有限公司,0.8-1.5万/月,北京|3-4年经验|大专|招1人|05-17发布,五险一金|通讯补贴
高级电气工程师,上海数据港股份有限公司,1.5-3万/月,北京-海淀区|8-9年经验|本科|招1人|05-17发布|电气工程及其自动化,五险一金|绩效奖金|餐饮补贴|包住宿|带薪年假
服务器端维护工程师,北京新澳多圆科技有限公司,0.8-1万/月,北京-大兴区|无工作经验|招1人|05-17发布,
系统工程师,金舟消防工程（北京）股份有限公司,1.6-3万/月,北京-大兴区|5-7年经验|本科|招1人|05-17发布,五险一金|绩效奖金|周末双休|带薪年假|节日福利
京东运营经理,北京北通四海电子商务有限公司,0.8-2万/月,北京-朝阳区|无工作经验|招4人|05-17发布,
后端开发工程师,北京美联房地产经纪有限公司,1-1.5万/月,北京-朝阳区|3-4年经验|本科|招1人|05-17发布,
高级Python开发工程师,北京众星智能科技有限责任公司,1.5-3万/月,北京-大兴区|3-4年经验|本科|招1人|05-17发布,股票期权|弹性工作|五险|项目奖金|每年多次调薪|节日福利|绩效奖金
宣传网管专员,北京中洋宸泽建筑装饰设计有限公司,3-4.5千/月,北京|1年经验|大专|招若干人|05-17发布|信息管理和信息系统 计算机信息管理,
宣传专员,艾迪讯电子科技（无锡）有限公司,4.5-6千/月,北京-海淀区|2年经验|大专|招1人|05-17发布,五险一金|员工旅游|餐饮补贴|专业培训|绩效奖金|定期体检
财务会计专员,远光软件股份有限公司,0.7-1.2万/月,北京-西城区|3-4年经验|本科|招若干人|05-17发布,五险一金|通讯补贴|年终奖金|绩效奖金|定期体检|餐饮补贴|交通补贴
通信网络产品经理,北京鑫锐天鸿科技有限公司,1-1.2万/月,北京|3-4年经验|大专|招2人|05-17发布,
中级JAVA开发,某本地知名IT企业,0.8-1.5万/月,北京-海淀区|3-4年经验|本科|招10人|05-17发布,五险一金|补充医疗保险|带薪年假|餐饮补贴|交通补贴|年终奖金|包吃
董事长助理,汇人聚德（北京）科技发展有限公司,0.8-1万/月,北京-通州区|2年经验|硕士|招2人|05-17发布,五险|全勤奖|带薪年假|周末双休|员工旅游|通讯补贴
公寓店长（北京）,窝趣（广州）公寓管理有限公司,0.8-1.2万/月,广州|3-4年经验|大专|招若干人|05-17发布,五险一金|补充医疗保险|餐饮补贴|绩效奖金|年终奖金|弹性工作
数据库工程师,央视市场研究股份有限公司,1-1.5万/月,北京|1年经验|本科|招1人|05-17发布|英语一般,五险一金|绩效奖金|专业培训|补充医疗保险|定期体检|年终奖金|补充公积金|交通补贴|餐饮补贴
调试工程师,深圳市计通智能技术有限公司,0.5-1万/月,北京-海淀区|1年经验|大专|招若干人|05-17发布,五险一金|员工旅游|通讯补贴|年终奖金|年底双薪|带薪年假|专业培训|茶点零食|节日福利
infra高级工程师 / Infrastructure /Azure架构高级,广州市埃维诺电脑技术开发有限公司北京分公司,2.5-3万/月,北京-朝阳区|3-4年经验|本科|招2人|05-17发布|英语熟练,技术学习|五险一金|补充医疗保险|通讯补贴|专业培训|定期体检|年终奖金|绩效奖金
营销部主管(资深经理-副总裁),上海锡科斯人力资源有限公司,3-4万/月,北京|5-7年经验|本科|招3人|05-17发布,
Intel工程师,联强国际,,北京-海淀区|2年经验|大专|招若干人|05-17发布,五险一金|绩效奖金|年终奖金|定期体检|通讯补贴|交通补贴|长期服务奖励|总裁奖|专业培训
本地化工程师（实习/应届）,北京莱博智环球科技有限公司,4-5千/月,北京-朝阳区|无工作经验|本科|招1人|05-17发布,弹性工作|五险一金|补充医疗保险|定期体检|专业培训
JDE CNC顾问,上海埃林哲软件系统股份有限公司,1-3万/月,北京-朝阳区|1年经验|本科|招1人|05-17发布,五险一金|定期体检|通讯补贴|员工旅游|年终奖金|股票期权
滴滴中级桌面工程师,北京华誉维诚技术服务有限公司,6-8千/月,北京-海淀区|2年经验|大专|招2人|05-17发布,五险一金|员工旅游|通讯补贴|专业培训|节日福利
DevOps.,瞬联软件科技（北京）有限公司 CIeNET Technologies,1-2万/月,北京-朝阳区|1年经验|本科|招若干人|05-17发布,周末双休|带薪年假|五险一金|弹性工作
高级Nodejs后端开发工程师,艾拉丁网络科技（北京）有限公司,2-3.5万/月,北京-朝阳区|5-7年经验|本科|招1人|05-17发布,五险一金|年终奖金
网络信息管理员,国家电光源质量监督检验中心（北京）,0.6-1万/月,北京-朝阳区|无工作经验|硕士|招1人|05-17发布|计算机网络 计算机应用,
编辑,北京凤凰天博网络技术有限公司,0.6-1万/月,北京-丰台区|2年经验|本科|招1人|05-17发布,周末双休|带薪年假|节日福利|餐饮补贴
PHP高级架构师,北大公学,1-2万/月,北京-海淀区|无工作经验|招1人|05-17发布,五险一金|绩效奖金|定期体检|专业培训
新媒体运营专员,上海蒸皓电子科技有限公司,4.5-6千/月,北京-石景山区|无工作经验|招2人|05-17发布,周末双休|五险一金|年终奖金|带薪年假|餐饮补贴|住房补贴|节日福利|员工旅游
sap fico实施顾问,北京东软慧聚信息技术股份有限公司,1.5-2万/月,延边|5-7年经验|招2人|05-17发布,五险一金|补充医疗保险|补充公积金|免费班车|交通补贴|通讯补贴|出国机会|定期体检|年终奖金|绩效奖金
高级销售经理,中天思创信息技术（北京）有限公司,0.8-1.2万/月,北京-朝阳区|3-4年经验|大专|招1人|05-17发布,
ERP工程师,北京三盈联合石油技术有限公司,0.5-1万/月,北京-大兴区|1年经验|招若干人|05-17发布,五险一金|定期体检|专业培训|免费班车|员工旅游|交通补贴|绩效奖金|年终奖金|餐饮补贴
技术支持,福建星网智慧科技股份有限公司,1-1.5万/月,北京|无工作经验|本科|招若干人|05-17发布,五险一金|员工旅游|通讯补贴|专业培训|年终奖金|股票期权|定期体检|弹性工作
Ruby开发工程师,广州碧软信息科技有限公司,0.5-1万/月,北京-海淀区|1年经验|本科|招8人|05-17发布,五险一金|员工旅游|年终奖金|绩效奖金|周末双休
Dynamic CRM开发工程师,成都宏迅达科技有限公司,1-2万/月,北京-丰台区|2年经验|大专|招1人|05-17发布,五险一金|周末双休|团队氛围好
Java开发工程师,北京大象联盟国际经贸中心,1-1.5万/月,北京-海淀区|3-4年经验|招2人|05-17发布,五险一金|绩效奖金|年终奖金|股票期权|专业培训|出国机会|员工旅游
软件实施工程师,杭州致成电子科技有限公司,0.8-1.3万/月,北京-海淀区|3-4年经验|招若干人|05-17发布,五险一金|员工旅游|年终奖金|定期体检|通讯补贴|周末双休
新媒体运营,人事人（北京）科技有限公司,0.8-1.2万/月,北京-朝阳区|无工作经验|招若干人|05-17发布,五险一金|专业培训|定期体检|绩效奖金|带薪年假|节日福利
数据库工程师,广州奥格智能科技有限公司,0.8-1.6万/月,北京-西城区|无工作经验|招2人|05-17发布,
渠道推广,北京众谊越泰科技有限公司,150元/天,北京-朝阳区|无工作经验|中专|招5人|05-17发布,五险一金|交通补贴|通讯补贴|年终奖金
服务器售后工程师,北京博辉在线科技发展有限公司,0.6-1万/月,北京|无工作经验|大专|招5人|05-17发布,专业培训|周末双休|定期体检|五险一金|年终奖|带薪年假|补充医疗保险
开发工程师,上海天玑科技股份有限公司,0.8-1.3万/月,北京|无工作经验|招4人|05-17发布,五险一金|餐饮补贴|通讯补贴|定期体检|绩效奖金|年终奖金|员工旅游
DBA工程师,上海领之飞物联网科技有限公司北京分公司,1-3万/月,北京-朝阳区|2年经验|本科|招1人|05-17发布,五险一金|餐饮补贴|电脑补助
短信平台技术组长,北京朗宇信息技术有限公司,1.5-3万/月,北京-朝阳区|3-4年经验|大专|招5人|05-17发布,带薪年假|节日福利|全勤奖|绩效奖金|五险一金|餐饮补贴
网页编辑,北京康霖健康管理咨询服务有限公司,0.6-1万/月,北京-通州区|2年经验|大专|招1人|05-17发布,
Java开发工程师,广州维朗网络科技有限公司,1.5-2万/月,北京-海淀区|5-7年经验|本科|招若干人|05-17发布,五险一金|员工旅游|专业培训|年终奖金|周末双休|节日福利
高级售前工程师,云宏信息科技股份有限公司,1-2万/月,北京-西城区|3-4年经验|本科|招若干人|05-17发布,五险一金|绩效奖金|年终奖金|通讯补贴|弹性工作|定期体检|入户广州|专业培训|周末双休|全勤奖
Linux系统工程师,福建福昕软件开发股份有限公司北京分公司,0.8-1.5万/月,北京-海淀区|3-4年经验|本科|招1人|05-17发布,五险一金|补充医疗保险|交通补贴|餐饮补贴|弹性工作|定期体检|员工旅游|年终奖金|节日福利|专业培训
计算机网络维护员,北京机电院机床有限公司,5-7千/月,北京-顺义区|1年经验|大专|招1人|05-17发布,五险一金|补充医疗保险|免费班车|通讯补贴|年终奖金|定期体检
技术员,爱玛客服务产业（中国）有限公司,4.5-6千/月,北京-顺义区|无工作经验|招10人|05-17发布,五险一金|带薪年假|专业培训|加班补贴|试用期全薪
IDC弱电工程师（工程建设）,上海龙宇燃油股份有限公司,2-3千/月,北京-顺义区|5-7年经验|大专|招1人|05-17发布,五险一金|交通补贴|餐饮补贴|通讯补贴|专业培训|年终奖金|定期体检
医院信息系统维护,北京世纪康瑞医院管理有限公司,1-1.5万/月,北京-朝阳区|3-4年经验|本科|招2人|05-17发布|软件工程 计算机应用,做五休二|周末双休|带薪年假|五险一金|专业培训|节日福利
连锁药店信息化负责人（亦庄）,北京利和制药有限公司,1.5-2万/月,北京|无工作经验|招1人|05-17发布,五险一金|绩效奖金|年终奖金|免费班车
项目经理,北京天宇威视科技股份有限公司,1-1.5万/月,北京-海淀区|无工作经验|招1人|05-17发布,五险一金|餐饮补贴|通讯补贴|年终奖金
设备维修主管,北京宽华建材有限公司,6-8千/月,北京-房山区|3-4年经验|大专|招1人|05-17发布,提供住宿|餐饮补贴|弹性工作
采购主管,北京杰利阳能源设备制造有限公司,1-1.5万/月,北京-密云区|无工作经验|招1人|05-17发布,五险一金|免费班车|员工旅游|绩效奖金|通讯补贴|年终奖金
三星云平台(SPC)前端开发工程师,北京三星通信技术研究有限公司,1.5-2.5万/月,北京-朝阳区|1年经验|本科|招5人|05-17发布,五险一金|补充医疗保险|弹性工作|专业培训|出国机会|定期体检|年终奖金
实施工程师-数码BU-北京,科大讯飞股份有限公司,0.6-1.2万/月,北京-海淀区|3-4年经验|本科|招1人|05-17发布,
网络与设备管理专员,中标软件有限公司,0.5-1万/月,北京-海淀区|无工作经验|大专|招若干人|05-17发布,五险一金|补充医疗保险|交通补贴|餐饮补贴|通讯补贴|定期体检|弹性工作
技术支持工程师（北京）,南京唯实科技有限公司,6-8千/月,北京-海淀区|1年经验|本科|招2人|05-17发布,五险一金|餐饮补贴|绩效奖金|年终奖金|交通补贴|带薪年假|定期体检|通讯补贴
会计核算专员-华润三九财务北京分中心(职位编号：CRC999000995),北京华润北贸医药经营有限公司,6-8千/月,北京|1年经验|本科|招1人|05-17发布,五险一金|通讯补贴|定期体检|绩效奖金|带薪年假|高温补贴|节日福利|提供住宿
全国城市合伙人,玩偶一号（武汉）科技有限公司,20-30万/年,武汉-江岸区|无工作经验|招若干人|05-17发布,周末双休|弹性工作|五险一金|免费班车
授薪律师,北京市盈科律师事务所,1.5-3万/月,北京|无工作经验|招2人|05-17发布,五险一金|交通补贴|绩效奖金|带薪年假|加班补贴
董事长特助,中科中电电力工程,20-30万/年,北京-朝阳区|3-4年经验|本科|招1人|05-17发布|英语熟练,周末双休|带薪年假|节日福利|免费班车|包吃|年终奖金|结婚福利|生子福利|生日福利|五险一金
FAE工程师,达文恒业科技（深圳）有限公司,4.5-6千/月,北京-海淀区|无工作经验|大专|招2人|05-17发布,五险一金|员工旅游|专业培训|出国机会|绩效奖金|年终奖金|定期体检
网络工程师-北京-04946,神州数码供应链,6-8千/月,北京|无工作经验|招1人|05-17发布,带薪年假|节日福利|餐饮补贴|五险一金|加班补贴|绩效奖金|通讯补贴|补充医疗保险|弹性工作|定期体检
市场营销部市场专员,中国人民大学书报资料中心,4.5-6千/月,北京-海淀区|无工作经验|大专|招2人|05-17发布,五险一金|员工旅游|年终奖金|定期体检
光伏研发工程师,北京鉴衡认证中心有限公司,1-1.5万/月,北京-朝阳区|3-4年经验|本科|招1人|05-17发布,五险一金|补充医疗保险|交通补贴|通讯补贴|餐饮补贴|绩效奖金|年终奖金
工程项目主管,山东京能京源石油化工有限公司,1-1.5万/月,北京-海淀区|5-7年经验|招5人|05-17发布,
Web前端开发工程师,北京讯腾智慧科技股份有限公司,0.8-1.2万/月,北京|3-4年经验|本科|招2人|05-17发布,五险一金|交通补贴|餐饮补贴|通讯补贴
IPTV全国运营总监,贵阳朗玛信息技术股份有限公司,2.5-4万/月,北京-海淀区|3-4年经验|本科|招若干人|05-17发布,五险一金|餐饮补贴|交通补贴|绩效奖金|专业培训
信息经理,北京市百荣世贸商城市场有限责任公司,6-8千/月,北京|5-7年经验|大专|招1人|05-17发布|计算机信息管理 计算机应用,五险一金|节日福利|年底双薪|年终奖金|定期旅游|定期体检
动力环境监控工程师,北京艾瑞信系统工程技术有限责任公司,0.8-1万/月,北京-海淀区|3-4年经验|大专|招若干人|05-17发布|电气工程及其自动化 计算机科学与技术,五险一金|绩效奖金
网络销售专员 周末双休+月薪10-18K,上海溪宝商务咨询有限公司,1-1.5万/月,北京-海淀区|无工作经验|大专|招2人|05-17发布,做五休二|五险一金|绩效奖金|带薪年假|周末双休|专业培训|弹性工作|节日福利
双师课堂主管,北京寰宇通桥国际教育投资有限公司,1-2万/月,北京|3-4年经验|本科|招1人|05-17发布|英语精通,五险一金|股票期权|年终奖金|绩效奖金|出国机会|过节福利
Unix高级工程师,北京兆芯电子科技有限公司,1.5-2万/月,北京-海淀区|无工作经验|招1人|05-17发布,
DBA工程师,北京希瑞亚斯科技有限公司,2-4万/月,北京-海淀区|3-4年经验|本科|招1人|05-17发布,周末双休|弹性工作|带薪年假|五险一金|绩效奖金|节日福利|加班补贴
网络安全工程师,北京先锋寰宇电子商务有限责任公司,0.8-1万/月,北京-海淀区|2年经验|大专|招1人|05-17发布,周末双休|五险|工作餐|节日福利|专业培训|工龄工资
PHP开发工程师,北京微美汇通信息技术有限公司,1-1.8万/月,北京-海淀区|无工作经验|招1人|05-17发布,五险一金|弹性工作|周末双休|带薪年假
计算机管理员,北京新兴东方航空装备股份有限公司,0.5-1万/月,北京-海淀区|2年经验|大专|招1人|05-17发布,五险一金|免费班车|年终奖金|绩效奖金|专业培训|通讯补贴|餐饮补贴|定期体检
系统工程师（北京）,上海华讯网络存储系统有限责任公司,,北京-朝阳区|1年经验|本科|招1人|05-17发布|英语一般|计算机科学与技术,五险一金|补充医疗保险|补充公积金|交通补贴|通讯补贴|专业培训|绩效奖金|定期体检
金融科技工程师,大成基金管理有限公司,2.5-3万/月,北京|1年经验|本科|招若干人|05-17发布,周末双休|带薪年假|五险一金|绩效奖金|全勤奖|节日福利|交通补贴|通讯补贴
动力维护岗,广东奥飞数据科技股份有限公司,5.2-8.5千/月,北京-朝阳区|无工作经验|招6人|05-17发布,五险一金|员工旅游|专业培训|定期体检|年底双薪|定期调薪|绩效奖金|包住|员工活动
Python开发工程师,北京橡鑫生物科技有限公司,0.8-1.5万/月,北京-大兴区|2年经验|大专|招1人|05-17发布,
Go语言研发工程师,清檬养老服务有限公司,1.5-3万/月,北京-丰台区|无工作经验|招1人|05-17发布,带薪年假|餐补
微软运营专员,北京华谊葭信营销管理有限公司,0.8-1.2万/月,北京-海淀区|2年经验|本科|招1人|05-17发布,五险一金|带薪年假|周六日双休
企业流程优化,北京爸爸的选择科技有限公司,0.8-1万/月,北京-朝阳区|无工作经验|本科|招2人|05-17发布,节日福利|专业培训|美日旅游|期权股权激励
大数据开发工程师,北京新联财通咨询有限公司,1-1.5万/月,北京|3-4年经验|大专|招2人|05-17发布|英语|软件工程 计算机科学与技术,五险一金|绩效奖金|餐饮补贴
网络工程师,北京康桥佳合通信技术有限公司,4-6千/月,北京-朝阳区|1年经验|高中|招2人|05-17发布,周末双休|带薪年假|五险一金|节日福利|交通补贴|餐饮补贴|通讯补贴|员工旅游|专业培训|定期体检
教务助理/教学督导,和润万青（北京）教育科技有限公司,4.5-6千/月,北京-朝阳区|无工作经验|招若干人|05-16发布,周末双休|节日福利|任职专业培训|五险|部门奖金
数据库开发,安徽绿舟科技有限公司,0.8-1.5万/月,北京-朝阳区|1年经验|大专|招1人|05-16发布,五险一金|专业培训|年终奖金|定期体检|周末双休|节假日福利
DBA（成都、贵阳，重庆）,四川成享软件股份有限公司,0.8-2.5万/月,成都-高新区|无工作经验|招5人|05-16发布,五险一金|员工旅游|绩效奖金|定期体检|通讯补贴|带薪年假|专业培训|节日福利
BOM工程师,梯升科技发展（合肥）股份有限公司,20-30万/年,合肥|无工作经验|大专|招若干人|05-16发布,
IT主管,工控猫,0.8-1万/月,北京-海淀区|3-4年经验|大专|招1人|05-16发布,五险一金|补充医疗保险|员工旅游|餐饮补贴|定期体检
云平台资深系统架构工程师(职位编号：18100101),清华大学能源互联网创新研究院,0.8-1.5万/月,北京-海淀区|无工作经验|硕士|招1人|05-16发布|英语熟练|电力系统及自动化 电气工程及其自动化,五险一金|绩效奖金|专业培训|补充医疗保险|定期体检
java高级工程师,北京鼎兴达信息科技股份有限公司,0.8-1万/月,北京-丰台区|无工作经验|招若干人|05-16发布,
Java高级开发工程师,上海吉联新软件股份有限公司,1.8-2.4万/月,北京-朝阳区|3-4年经验|本科|招若干人|05-16发布,五险一金|岗位晋升|发展空间大|公司规模大|带薪年假|节日礼物|技能培训|团队聚餐|领导好|定期体检
信息管理员,国药集团工业有限公司,4.5-6千/月,北京-顺义区|无工作经验|中专|招若干人|05-16发布|计算机应用 计算机网络,五险一金|包吃|定期体检|补充医疗保险
技术开发工程师（小程序和H5）,北京到店喜物科技有限公司,1.5-2万/月,北京-朝阳区|3-4年经验|本科|招2人|05-16发布,
网络管理员,北京奥力来康体设备有限公司,6-8千/月,北京|2年经验|大专|招1人|05-16发布,五险一金|定期体检|专业培训|绩效奖金|年终奖金|全勤奖|节日福利|带薪年假|周末双休
市场部实习生,麦迪思（北京）医药技术有限公司,150元/天,北京-海淀区|无工作经验|大专|招若干人|05-16发布|英语熟练,五险一金|周末双休|带薪年假|绩效奖金
项目执行,北京诺舟旅行服务有限公司,0.7-1.2万/月,北京-朝阳区|3-4年经验|本科|招1人|05-16发布|英语熟练,五险一金|补充医疗保险|定期体检|专业培训|绩效奖金|餐饮补贴
高级软件工程师,现代财产保险（中国）有限公司,1.5-2万/月,北京|3-4年经验|本科|招1人|05-16发布,五险一金|补充医疗保险|交通补贴|餐饮补贴|通讯补贴|专业培训|出国机会|年终奖金|提供宿舍
信息技术总监-北京-00836,大爱城投资控股有限公司,3-3.9万/月,北京-朝阳区|10年以上经验|本科|招1人|05-16发布,
PHP高级开发工程师,深圳市执行力企业管理顾问有限公司,25-50万/年,北京|无工作经验|招2人|05-16发布,五险一金|绩效奖金
民宿运营,象宿网络技术（北京）有限公司,0.6-1.2万/月,北京-海淀区|1年经验|大专|招1人|05-16发布,五险|带薪年假|绩效奖金
Helpdesk/技术支持,AMARIS摩芮思科技咨询（上海）有限公司,0.8-1万/月,北京|1年经验|大专|招若干人|05-16发布|英语良好,
网络工程师,北京青云创新科技发展有限公司,6-8千/月,北京-顺义区|3-4年经验|大专|招1人|05-16发布,五险一金|绩效奖金|年终奖金|定期体检|节日福利|餐饮补贴|专业培训
Java开发工程师,北京明天动力科技股份有限公司,1-1.5万/月,北京-海淀区|1年经验|大专|招3人|05-16发布|英语,
技术支持工程师（康美智慧药房）,康美健康产业投资有限公司,0.8-1万/月,北京-朝阳区|1年经验|本科|招2人|05-16发布,五险一金|餐饮补贴|专业培训|周末双休
网络工程师,随锐科技股份有限公司,0.8-1万/月,北京-海淀区|3-4年经验|大专|招1人|05-16发布,五险一金|餐饮补贴|弹性工作|定期体检
技术支持工程师（实习岗）,北京傲盾软件有限责任公司,3.5-6千/月,北京-海淀区|无工作经验|大专|招5人|05-16发布|英语|计算机科学与技术 计算机网络,五险一金|员工旅游|专业培训|年终奖金|绩效奖金|股票期权|带薪休假|餐饮补贴
IT运营网络管理员,东方银安（北京）信用管理有限公司,3-4.5千/月,北京-丰台区|1年经验|大专|招2人|05-16发布|普通话|计算机网络,周末双休|带薪年假|五险一金
